"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1066633422041423872","Sun Nov 25 10:03:19 +0000 2018","0","RT PDI_Perjuangan Aplikasi Solo Destination Versi IOS Dukung Program Solo Smart City Seiring berjalannya #SoloSmartCity masyarakat bisa mengakses dan mencermati layanan apa yg dilakukan Pemerintah Kota. Disinilah keterbukaan informasi publik kesel https://t.co/IFERZC7Wbh ","1066633422041423872","https://pbs.twimg.com/media/Ds1wcK1U4AAr08J.jpg","","in","Ngawi, Indonesia","0","0","0","https://twitter.com/PDIPNgawi/status/1066633422041423872","857872605042294784","PDIPNgawi"
"1367065957412212741","Wed Mar 03 11:14:53 +0000 2021","1","@ganjarpranowo @PEMKOT_SOLO Solo bukannya sudah ada https://t.co/wBhD58Zplr ya pak @ganjarpranowo ? Ada aplikasi pengaduan mobile juga Solo Destination","1367070971715149826","","ganjarpranowo","in","","0","0","0","https://twitter.com/Ueana19/status/1367070971715149826","1367070229122093059","Ueana19"
"1072340089479589890","Tue Dec 11 03:59:35 +0000 2018","0","Tambal Ban Online Solo Bisa diakses melalui aplikasi Solo Destination @Regran_ed from solopos_com - syik ada tambal ban online di Solo. Segera pasang aplikasinya agar bisa https://t.co/b7pH1Om1vy","1072340089479589890","","","in","Surakarta","0","0","0","https://twitter.com/togamasparagon/status/1072340089479589890","768388849059762177","togamasparagon"
"1489569430631862275","Fri Feb 04 12:00:01 +0000 2022","1","Antara lain memuat informasi mengenai lokasi wisata tempat kuliner informasi toko oleh-oleh dan souvenir penginapan serta lokasi mesin ATM. Aplikasi Solo Destination Info Wisata dan Layanan Publik dalam Satu Genggaman https://t.co/OwGL9qZATQ #SoloDestination #WisataSolo https://t.co/pCqlnBkDBS","1489569430631862275","https://pbs.twimg.com/media/FKvlJJiagAcEOgT.png","","in","Jakarta Capital Region","0","1","0","https://twitter.com/PingPointID/status/1489569430631862275","1016858721056522240","PingPointID"
"1782672882939883725","Tue Apr 23 07:28:30 +0000 2024","0","10:06 Laporkan segala gangguan kamtibmas atau gangguan kamseltibcar lantas melalui Aplikasi Solo Destination - Pannic Button/ ULAS. Berikut merupakan tindak lanjut laporan dari masyarakat mengenai pelanggaran Betor yang ada di Surakarta. #smartcitysolo https://t.co/0FFJ7MFXPs","1782672882939883725","","","in","Surakarta, Jawa Tengah","0","0","0","https://twitter.com/Staffelingsolo/status/1782672882939883725","1470729304703062016","Staffelingsolo"
"1367434179877642241","Thu Mar 04 11:18:08 +0000 2021","0","Bisa juga lewat Unit Layanan Aduan Surakarta (ULAS) di aplikasi Solo Destination","1367434179877642241","","","in","Surakarta, Jawa Tengah","0","0","0","https://twitter.com/Ariyayp/status/1367434179877642241","536913910","Ariyayp"
"1786798335728480515","Sat May 04 18:36:58 +0000 2024","0","@UNSfess_ Download Aplikasi Solo Destination Terus buat Laporan di ULAS. makin banyak yg lapor makin cepet direspon deh kayanya","1786827373696204951","","UNSfess_","in","","0","0","0","https://twitter.com/tyoisnandika98/status/1786827373696204951","1460297549898649602","tyoisnandika98"
"1067274118150725632","Tue Nov 27 04:29:13 +0000 2018","0","Tahun Depan Solo Destination Bakal Tampung Semua Aplikasi OPD Solo https://t.co/CaE9h7fqWY","1067274118150725632","","","in","Karangpandan, Indonesia","0","0","0","https://twitter.com/JarrFajarr_/status/1067274118150725632","2410844606","JarrFajarr_"
"1654825700900352000","Sat May 06 13:55:19 +0000 2023","1","@gerri_ardian @gibran_tweet Foto aja mas laporkan di aplikasi solo destination","1654847310432710663","","gerri_ardian","in","","0","0","0","https://twitter.com/yahahahahhahaya/status/1654847310432710663","1312384369328152576","yahahahahhahaya"
"1628091581323710464","Tue Feb 21 17:57:36 +0000 2023","0","siapa yang makek aplikasi ringkes/solo destination? kenapa bagian MPP muter terus anjir","1628091581323710464","","","in","Surakarta","0","0","0","https://twitter.com/genshanchi/status/1628091581323710464","1024479563424751616","genshanchi"
"975638011693027328","Mon Mar 19 07:40:03 +0000 2018","0","jasa konsultan pengembangan aplikasi terintegrasi Solo Destination https://t.co/5EyFbnPDTj","975638011693027328","","","in","","0","0","0","https://twitter.com/PengadaanNet/status/975638011693027328","519290241","PengadaanNet"
"1066548367457755136","Sun Nov 25 04:25:20 +0000 2018","0","Aplikasi Solo Destination Sudah Dapat Diunduh 95 Persen Warga Solo Bisa Menikmati Fiturnya https://t.co/9WZn6QfZR6","1066548367457755136","","","in","Karangpandan, Indonesia","0","0","0","https://twitter.com/JarrFajarr_/status/1066548367457755136","2410844606","JarrFajarr_"
"1371067950774427650","Sun Mar 14 11:57:27 +0000 2021","1","@PEMKOT_SOLO @ginda8G aplikasi Solo Destination terbaru bagian aduan ULAS kok sekarang no HP tidak disensor. Padahal di website disensor.","1371067950774427650","","PEMKOT_SOLO","in","","0","2","1","https://twitter.com/glenimaX/status/1371067950774427650","106077515","glenimaX"
"1567859831041818625","Thu Sep 08 14:05:52 +0000 2022","0","@gibran_tweet Aplikasi ne solo destination utk laporan dibagian ulas..","1567876879939686400","","gibran_tweet","in","","0","0","0","https://twitter.com/ikiyudi/status/1567876879939686400","77269826","ikiyudi"
"1649243455154167809","Fri Apr 21 05:51:19 +0000 2023","0","@cremecrmllatte @gibran_tweet Laporkan saja di aplikasi solo destination kak","1649289691013988353","","foreveroffff","in","","0","0","0","https://twitter.com/yahahahahhahaya/status/1649289691013988353","1312384369328152576","yahahahahhahaya"
"1425624772163997699","Thu Aug 12 01:07:20 +0000 2021","0","..dan raih kesempatan mendapatkan Souvenir 30 masker KN95 terbatas untuk 2.100 Wajib Pajak. Pengambilan Masker bisa diambil di Pelayanan BPPKAD atau Korwil Pelayanan Pajak di 5 Kecamatan dgn menunjukkan Bukti Bayar (atau bisa dilihat di aplikasi e-pajak di Solo Destination).","1425624911117111303","","bppkadsurakarta","in","Surakarta, Indonesia","0","0","0","https://twitter.com/bppkadsurakarta/status/1425624911117111303","1349557227649056771","bppkadsurakarta"
"1612066297562664961","Sun Jan 08 13:55:22 +0000 2023","0","@gibran_tweet Mas nggak ada rencana rebranding aplikasi Solo Destination? Udah usang banget lho","1612085557882130434","","gibran_tweet","in","","0","0","0","https://twitter.com/mmsatriananda/status/1612085557882130434","1559570878849249280","mmsatriananda"
"1688559722000224256","Tue Aug 08 04:05:45 +0000 2023","0","@gibran_tweet Tapi aplikasi destination solo ngeri ngeri sedap. Pernah laporan lewat aplikasi itu. Soal pegawai kebersihan lingkungan. Tapi saya malah di labrak sama Bu lurah. Kalok ngajak diskusi gak masalah. Soale pembicaraan nya terlalu menyudutkan pelapor. Jadi takut mau komplain ","1688763403446476800","","gibran_tweet","in","","0","2","0","https://twitter.com/TriYuli87426478/status/1688763403446476800","1560651686154498048","TriYuli87426478"
"1574540156865900544","Wed Sep 28 02:34:39 +0000 2022","0","ngeceknya bisa lewat web atau aplikasi searching ajaa. beberapa daerah kayak solo bisa pakai aplikasi solo destination","1574950686147588096","","suciars_","in","Batang, Jawa Tengah","0","1","0","https://twitter.com/suciars_/status/1574950686147588096","2321447521","suciars_"
"1784266983309271229","Sun Apr 28 10:08:29 +0000 2024","0","@EvolvedNaanX @UNSfess_ DLH kemana? Pertanyaan untuk nyalahin DLH kah karena adanya pohon tumbang/ranting patah? setau aku sering liat mereka potong2in ranting pohon lagian di Solo ada Aplikasi SOLO DESTINATION yg bisa digunain warga lapor atau minta bantuan pemotongan ranting pohon...cont-","1784525085669576861","","EvolvedNaanX","in","TAG-SOC, FULL AC , TARIP BIASA","0","1","0","https://twitter.com/oholysprite/status/1784525085669576861","255917395","oholysprite"
"1599429018889388033","Wed Dec 07 09:15:34 +0000 2022","0","@gibran_tweet Di aplikasi solo destination ada panggilan darurat kan... Katanya bisa respon cepat.. Katanya sih.. Karna saia jg lum pernah dalam keadaan darurat","1600418732844937216","","gibran_tweet","in","","0","0","0","https://twitter.com/ajunpetwira1/status/1600418732844937216","1540845115396485120","ajunpetwira1"
"1648875619332288512","Thu Apr 20 02:54:10 +0000 2023","1","@gibran_tweet Saya heran dngan aplikasi solo destination. Setiap ada keluhan tentang bantuan sosial yg tidak tepat sasaran bales nya singkat jelas padat. (Suruh lapor RT/RW atau kelurahan) kog gak ada tim Dinsos ngecek langsung ke lapangan untuk melihat layak enggak nya yg menerima bantuan","1648882723904458752","","gibran_tweet","in","","0","0","0","https://twitter.com/TriYuli87426478/status/1648882723904458752","1560651686154498048","TriYuli87426478"
"1602562522921697280","Tue Dec 13 07:14:14 +0000 2022","0","@Dispenduk_solo untuk cetak kartu keluarga bagaimana min? Domisili kota Surakarta Di aplikasi disdukcapil dalam genggaman tidak ada menu ya konsultasi by WhatsApp tidak dijawab lapor di aduan solo destination tidak dijawab ada solusi?","1602562522921697280","","Dispenduk_solo","in","","0","2","0","https://twitter.com/Joglokoisolo/status/1602562522921697280","1444458047670132738","Joglokoisolo"
"1254990080394944514","Tue Apr 28 04:25:26 +0000 2020","0","#FYI gais khususnya buat klean yg tinggal di kota Solo. Pemkot Solo menyediakan tambal ban keliling(online) yang sudah disebar di 5 kecamatan d Solo. Cara order cukup dengan aplikasi Solo Destination . Dalam pelayanannya berbasis lokasi yg akan dilacak oleh jasa tersebut. #Solo","1254990080394944514","","","in","Karanganyar,Solo,central java","0","0","0","https://twitter.com/nanank_kiut/status/1254990080394944514","103240186","nanank_kiut"
"1676422698178842626","Wed Jul 05 02:48:12 +0000 2023","0","09:45 Laporan mengenai leasing yang membahayakan atau meminta secara paksa pada saat di jalan dapat dilaporkan melalui aplikasi Solo Destination - ULAS maupun tombol Pannic Button (tombol darurat) . #smartcitysolo https://t.co/n8EdifK9D2","1676422698178842626","","","in","Surakarta, Jawa Tengah","0","0","0","https://twitter.com/Staffelingsolo/status/1676422698178842626","1470729304703062016","Staffelingsolo"
"1521317392898736130","Wed May 04 12:40:09 +0000 2022","1","@PEMKOT_SOLO @gibran_tweet Sampun saya sampaikan lewat aplikasi Solo destination. Saya berharap semoga segera di proses dan digagas","1521832047664570374","","PEMKOT_SOLO","in","Tortuga ","0","1","0","https://twitter.com/halomerlyn/status/1521832047664570374","3691040354","halomerlyn"
"1632741816952066048","Mon Mar 06 13:55:58 +0000 2023","1","Walikota Solo Gibran Rakabuming akan terus memantau pergerakan harga pangan selama Ramadhan lewat aplikasi resmi milik pemkot Solo yakni Solo destination.warga Solo bisa mengunduhnya secara gratis di play store atau app store di ponsel pintarnya.","1632741816952066048","","","in","Surakarta, Jawa Tengah","0","0","1","https://twitter.com/AlbertSolo2/status/1632741816952066048","980097559736721408","AlbertSolo2"
"1640590933535379456","Tue Mar 28 08:18:20 +0000 2023","0","@dlaffly @myname_ap @gibran_tweet @Satpolpp_SKA Jadi untuk masyarakat kota solo yang memiliki aduan mengenai perparkiran atau perhubungan bisa melalui kanal Unit Layanan Aduan Surakarta (ULAS) melalui website / aplikasi solo destination LaporMasWali melalui WA 081225067171","1640629382674018304","","dlaffly","in","Surakarta, Jawa Tengah","0","0","0","https://twitter.com/dishubsurakarta/status/1640629382674018304","294626510","dishubsurakarta"
"1437228796692758528","Mon Sep 13 01:37:02 +0000 2021","0","Kembali beroperasi gak perlu aplikasi peduli lindungi https://t.co/vtaTqY4Eno","1437228796692758528","","","in","Jawa Tengah, Indonesia","0","0","1","https://twitter.com/IDNTimesJateng/status/1437228796692758528","1318855369641263105","IDNTimesJateng"
"1658385449390600198","Tue May 16 08:14:37 +0000 2023","1","Nah Kota Solo punya kanal yang bisa kamu manfaatkan untuk menuliskan segala aduan terkait Kota Solo namanya ULAS. Melalui ULAS aduan akan disampaikan kepada pihak atau dinas terkait untuk segera dijawab dan ditangani. Akses ULAS lebih mudah melalui aplikasi SOLO DESTINATION ","1658385452242731009","","PEMKOT_SOLO","in","","0","0","0","https://twitter.com/PEMKOT_SOLO/status/1658385452242731009","3347793914","PEMKOT_SOLO"
"1521317392898736130","Wed May 04 12:39:09 +0000 2022","0","@auureevoir @gibran_tweet Silahkan panjenengan bisa langsung menyampaikan melalui ULAS pada https://t.co/yCubzXZrk5 atau di aplikasi SOLO DESTINATION.","1521831798421876736","","halomerlyn","in","","0","1","0","https://twitter.com/PEMKOT_SOLO/status/1521831798421876736","3347793914","PEMKOT_SOLO"
"1364478439785259009","Wed Feb 24 15:04:55 +0000 2021","8","@jeck_oo @abbasrozaq @mbaupeh JBJB sebenernya udah ada mas di aplikasi Solo Destination. Tambal ban ada di menu fasilitas umum","1364592146364305417","","jeck_oo","in","Surakarta, Indonesia","0","0","1","https://twitter.com/ehiiing/status/1364592146364305417","102352691","ehiiing"
"1521317392898736130","Wed May 04 12:45:31 +0000 2022","0","@auureevoir @gibran_tweet Terimakasih.. silahkan menunggu respon dari instansi terkait. Bisa dicek secara berkala di aplikasi solo destination","1521833397894623233","","halomerlyn","in","","0","1","0","https://twitter.com/PEMKOT_SOLO/status/1521833397894623233","3347793914","PEMKOT_SOLO"
"1030729648827588608","Sat Aug 18 08:14:32 +0000 2018","0","Sepertinya Malang butuh tiru ini. Plus apl Solo Destination nya. Gmn menurut bpk? @Sutiaj1 https://t.co/ZKjMqVn7Uz","1030729648827588608","","","in","","0","0","0","https://twitter.com/_ranituran/status/1030729648827588608","236655906","_ranituran"
"1531189133779300353","Mon May 30 08:23:01 +0000 2022","0","@ElyPuntadewa panjenengan bisa menyampaikan aduan melalui ULAS di aplikasi SOLO DESTINATION atau melalui web https://t.co/yCubzXZrk5","1531189423726964736","","","in","","0","0","0","https://twitter.com/PEMKOT_SOLO/status/1531189423726964736","3347793914","PEMKOT_SOLO"
"1634210621838196738","Mon Mar 13 01:02:30 +0000 2023","3","@arill_ia @txtfromsoc @gibran_tweet Silahkan bisa cek secara berkala terkait respon aduan tersebut melalui website ULAS / aplikasi solo destination dengan nomor lacak aduan 2023003251. Maturnuwun..","1635083879894880258","","arill_ia","in","","1","0","0","https://twitter.com/PEMKOT_SOLO/status/1635083879894880258","3347793914","PEMKOT_SOLO"
"1521317392898736130","Wed May 04 12:38:41 +0000 2022","0","@kemanusiaan02 @auureevoir @gibran_tweet Silahkan panjenengan bisa langsung menyampaikan melalui ULAS pada https://t.co/yCubzXZrk5 atau di aplikasi SOLO DESTINATION.","1521831681685999616","","pejabatbalekota","in","","0","0","0","https://twitter.com/PEMKOT_SOLO/status/1521831681685999616","3347793914","PEMKOT_SOLO"
"1644008336776634368","Sat Apr 15 07:01:47 +0000 2023","0","@boboMacan @gibran_tweet @dishubsurakarta Baik terimakasih telah kami sampaikan kembali ke Dinas Perhubungan melalui nomor lacak aduan : 2023005008 Jika ada keluhan lain dapat disampaikan juga melalui website https://t.co/yCubzXIoi5 atau aplikasi mobile Solo Destination","1647133098403069953","","boboMacan","in","","1","0","0","https://twitter.com/PEMKOT_SOLO/status/1647133098403069953","3347793914","PEMKOT_SOLO"
"1494810218655465474","Fri Feb 18 23:05:03 +0000 2022","1","Aplikasi Solo Destination memiliki fitur baru yang telah diresmikan oleh Kapolri Jenderal Pol Listyo Sigit Prabowo. Canggih lur. #solodestination https://t.co/TvIxsI2FMN","1494810218655465474","","","in","Indonesia","0","0","0","https://twitter.com/jpnncom/status/1494810218655465474","79130206","jpnncom"
"1494818949208633347","Fri Feb 18 23:39:44 +0000 2022","0","#BeritaTepopuler Aplikasi Solo Destination Makin Canggih Terima Kasih Pak Kapolri #Kapolri #AplikasiSoloDestination #elingsolo https://t.co/TvIxsIkP0V","1494818949208633347","","","in","Indonesia","0","0","0","https://twitter.com/jpnncom/status/1494818949208633347","79130206","jpnncom"
